PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Peuramaki-Brown, MM				Peuramaki-Brown, Meaghan M.			Identifying integrative built environments in the archaeological record: An application of New Urban Design Theory to ancient urban spaces	JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY			English	Article						Built environment; Integration; Community; New Urban Design Theory; Maya	NEIGHBORHOOD; ATTACHMENT; POWER; COMMUNITY; IDEOLOGY; IDENTITY; CITIES; FORM; FOOD	Ancient Maya settlement patterns have long been described as dispersed. Instances of low-density or dispersed urbanism among agrarian-based societies are common in tropical civilizations, and are of particular interest due to their expressed problem of social integration. Traditionally, archaeologists have focused on classic hallmarks of state integration, including force, infrastructural control, large-scale ritual, and kinship; thus, reflecting the polar extremes of integration. Current models accord a more multi-scalar and dynamic nature to state and urban organization, and the need to pursue diachronic perspectives that consider more subtle and varied degrees of integration. With regard to settlement, examining the total patch of occupation on a landscape, how it developed, how it was divided up, and in turn brought together, is of interest. In this study I apply criteria developed in New Urban Design Theory, a body of thought and practice concerned with modern-day issues of dispersed and low density settlement, to evaluate an architectural complex at the Classic Maya centre of Buenavista del Cayo, Belize, believed to have functioned as an integrative space within the civic entity. (C) 2013 Elsevier Inc. All rights reserved.	[Peuramaki-Brown, Meaghan M.] Univ Calgary, Dept Archaeol, Calgary, AB T2N 1V9, Canada; [Peuramaki-Brown, Meaghan M.] Univ Calgary, Calgary, AB T2N 1V9, Canada	Peuramaki-Brown, MM (reprint author), McMaster Univ, Dept Anthropol, 1280 Main St West, Hamilton, ON L8S 4L9, Canada.	pbrownm@mcmaster.ca						169	4	4	0	31	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	0278-4165	1090-2686		J ANTHROPOL ARCHAEOL	J. Anthropol. Archaeol.	DEC	2013	32	4					577	594		10.1016/j.jaa.2013.09.006			18	Anthropology; Archaeology	Anthropology; Archaeology	269IB	WOS:000328233900015					2020-01-09	
J	Ma, S; Laird, KR; Kingsbury, MV; Lewis, CFM; Cumming, BF				Ma, Susan; Laird, Kathleen R.; Kingsbury, Melanie V.; Lewis, C. F. Michael; Cumming, Brian F.			Diatom-inferred changes in effective moisture during the late Holocene from nearshore cores in the southeastern region of the Winnipeg River Drainage Basin (Canada)	HOLOCENE			English	Article						boreal; diatoms; lake level; late Holocene; 'Medieval Climate Anomaly'; northwest Ontario	EXPERIMENTAL LAKES AREA; NORTH-AMERICAN DROUGHT; NEBRASKA SAND HILLS; LONG-TERM CHANGES; WATER-DEPTH; NORTHWESTERN ONTARIO; BOREAL LAKES; ICE-AGE; ORGANIC-MATTER; CLIMATE	The Winnipeg River Drainage Basin (WRDB), within the boreal forest region of northwest Ontario, is a region that is expected to be negatively affected by climate warming. Inferences of droughts over the past two millennia from Little Raleigh Lake were based on two nearshore sediment cores. The core locations were from depths of similar to 12 and 15 m and were based on sufficient nearshore sediment accumulation and distance from the modern benthic-toplanktonic diatom boundary, where a distinct shift from dominance of benthic taxa changed to dominance of planktonic taxa in surficial sediments at similar to 11.8 m. Diatom-inferred depth was based on a model developed from 60 surficial sediments within the study lake. Depth inferences indicate that prolonged periods of aridity occurred from similar to AD 950 to 1300 (corresponds to 'Medieval Climate Anomaly') and from similar to AD 1625 to 1750 (aridity during 'Little Ice Age'). We found that the core collected from a depth closer to the benthic-to-planktonic diatom boundary was more sensitive to changes in lake level than the deeper core where planktonic diatoms dominated the assemblage. The inferred low-water stands of the past two millennia are well outside of the range of the past similar to 100 years, suggesting that recent drought history may not be a good estimate of future extremes.	[Ma, Susan; Laird, Kathleen R.; Kingsbury, Melanie V.; Cumming, Brian F.] Queens Univ, Kingston, ON K7L 3N6, Canada; [Lewis, C. F. Michael] Geol Survey Canada Atlantic, Ottawa, ON, Canada	Cumming, BF (reprint author), Queens Univ, PEARL, Dept Biol, Biosci Complex, Kingston, ON K7L 3N6, Canada.	cummingb@queensu.ca			NSERCNatural Sciences and Engineering Research Council of Canada; Manitoba Hydro	Funding for this project comes from an NSERC Collaborative Research Develop grant in partnership with Manitoba Hydro.		63	4	4	0	17	SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND	0959-6836	1477-0911		HOLOCENE	Holocene	APR	2013	23	4					568	578		10.1177/0959683612463103			11	Geography, Physical; Geosciences, Multidisciplinary	Physical Geography; Geology	112ZR	WOS:000316635600009					2020-01-09	
J	Knapp, PA; Hadley, KS				Knapp, Paul A.; Hadley, Keith S.			Lewis and Clarks' Tempest: The 'perfect storm' of November 1805, Oregon, USA	HOLOCENE			English	Article						dendroclimatology; dendroecology; Lewis and Clark; Pacific Northwest; Sitka spruce; windstorms	FOREST DAMAGE; WINDSTORM; COLORADO	Three weeks after arriving near the Pacific Northwest (PNW) coast in November 1805, Lewis and Clarks' Corps of Discovery experienced a two-day windstorm that may have rivaled the strongest historically documented storms of the nineteenth and twentieth centuries. Based on the Corps' detailed historical accounts describing the event as the perfect storm, we characterized the severity of the 1805 windstorm using tree-ring growth anomalies from windsnapped Sitka spruce collected at three sites along the northern Oregon Coast. We compared the 1805 gale to eight other documented events with comparable storm tracks and exceptional magnitude including the 1880 and 1951 events that each caused more than a billion board feet (c. 2.4 million m(3)) of windthrow. Statistical comparison of tree-growth responses revealed that the 1805 windstorm was the only event to differ significantly (chi(2); test, p < 0.05, d.f. = 1) from all other storms. Our findings demonstrate the potential application of tree-ring data and historical documents to understand previously obscure climatic events similar to the extreme droughts that led to the demise of the Roanoke Colony during the sixteenth century and adversity experienced by the Jamestown Colony during the seventeenth century. Specifically, we identify the Lewis and Clark tempest of 1805 as being among the most severe PNW windstorms during the past two centuries, and may have contributed to the Corps' dismal view of coastal Pacific Northwest weather.	[Knapp, Paul A.] Univ N Carolina Greensboro, Dept Geog, Carolina Tree Ring Sci Lab, Greensboro, NC 27402 USA; [Hadley, Keith S.] Portland State Univ, Portland, OR 97207 USA	Knapp, PA (reprint author), Univ N Carolina Greensboro, Dept Geog, Carolina Tree Ring Sci Lab, Greensboro, NC 27402 USA.	paknapp@uncg.edu			NSFNational Science Foundation (NSF) [BCS-0750026]	Funding provided by NSF award BCS-0750026. We thank Beth Chappell, Justin Maxwell, Shannon McDonald, and William Tyminski for field and laboratory assistance. We thank the anonymous reviewers and the associate editor for their insights and helpful suggestions.		21	4	4	0	10	SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND	0959-6836			HOLOCENE	Holocene	JUN	2011	21	4					693	697		10.1177/0959683610391319			5	Geography, Physical; Geosciences, Multidisciplinary	Physical Geography; Geology	768PG	WOS:000290946800014					2020-01-09	
J	D'Orazio, M; Quagliarini, E				D'Orazio, Marco; Quagliarini, Enrico			Study on some sorption properties of treated bentonites for their potential use as a moisture regulating system for the preservation of historical wooden elements	JOURNAL OF CULTURAL HERITAGE			English	Article						Bentonite; Moisture buffering; Historical wooden structures; Conservation; Moisture	RELATIVE-HUMIDITY; WATER	We report the first results of a research study aimed at developing a new strategy for the conservation of wooden structural elements present in historical buildings, based on moisture regulating systems. As has been happening for artefact preservation in museums, the idea is to develop systems based on the ability of some highly hygroscopic materials to moderate variations in relative humidity. These materials could adsorb and release moisture to reduce the extreme values of humidity in the micro-climate, for example between wooden beams and masonry. In order to experimentally verify this possibility using current, low cost and easy handling building materials, 5 bentonite samples were laboratory processed to improve their adsorbing properties by means of treatment with sodium carbonate at 3 concentrations: 2, 3 and 4% by weight. The effectiveness of ion exchange between sodium carbonate and bentonite was controlled by measuring the swelling volume of the bentonites. All the samples (n = 15) were tested for their hygroscopic properties. Adsorption isotherms were measured at 25 degrees C, using desiccators with silica gel, saturated salt solutions and bi-distilled water. A comparison between isotherms of one of the lower hygroscopic treated sample of bentonite and of a sample of wood and of a sample of brick and some numerical analyses with the Delphin code were made in order to evaluate the potential use of this bentonite as a moisture regulating system for the preservation of historical wooden elements. Results show that it seems to be possible to use bentonites as a moisture buffering material in order to reduce moisture content in wooden beams at least during their adsorption phase. It remains to investigate their desorption phase and their behaviour if they be in a saturation condition. Further studies are currently under way. (C) 2009 Elsevier Masson SAS. All rights reserved.	[D'Orazio, Marco; Quagliarini, Enrico] Marche Polytech Univ, Dept Architecture Construct & Struct, I-60131 Ancona, Italy	Quagliarini, E (reprint author), Marche Polytech Univ, Dept Architecture Construct & Struct, Via Brecce Bianche, I-60131 Ancona, Italy.	m.dorazio@univpm.it; e.quagliarini@univpm.it	Quagliarini, Enrico/M-5281-2019; d'orazio, marco/E-8196-2012	d'orazio, marco/0000-0003-3779-4361; quagliarini, enrico/0000-0002-1091-8929				24	4	4	0	11	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	ISSY-LES-MOULINEAUX	65 RUE CAMILLE DESMOULINS, CS50083, 92442 ISSY-LES-MOULINEAUX, FRANCE	1296-2074	1778-3674		J CULT HERIT	J. Cult. Herit.	APR-JUN	2010	11	2					185	195		10.1016/j.culher.2009.11.005			11	Archaeology; Art; Chemistry, Analytical; Geosciences, Multidisciplinary; Materials Science, Multidisciplinary; Spectroscopy	Archaeology; Art; Chemistry; Geology; Materials Science; Spectroscopy	576QW	WOS:000276162700009					2020-01-09	
J	Wiseman, J				Wiseman, James			Environmental deterioration and human agency in ancient Macedonia: A case study	GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL			English	Article							STOBI; EXCAVATIONS; GREECE; CITY	Stobi, a city inhabited from at least the 4th century B.C. to the late 6th century A.D., is at the confluence of the Vardar and Crna Rivers, now in the former Yugoslav Republic of Macedonia. Archaeological and geologic evidence was used in the 1970s by R. L. Folk to develop a scenario of local environmental degradation, resulting from a postulated widespread climate change (4th-8th centuries A.D.), as a major cause of the decline and eventual abandonment of Stobi. The data for increasingly xeric conditions, catastrophic floods, and mudslides along the Crna River are reviewed and other paleoenvironmental evidence is considered. Subsequent archaeological investigations and a refined chronology reveal repeated episodes of rebuilding along the Crna between periods of flooding. After that portion of the city was abandoned in the mid-5th century, Stobi achieved new prosperity as reflected in the construction of large-scale ecclesiastical architecture and houses outside the south city wall. Human agency and periodic extreme weather are proposed as causes of environmental degradation at Stobi. The city's demise is attributed mainly to hostile invasions, plague, earthquake, and the collapse of imperial administrative and economic networks. (c) 2007 Wiley Periodicals, Inc.	Boston Univ, Dept Archaeol, Boston, MA 02215 USA	Wiseman, J (reprint author), Boston Univ, Dept Archaeol, 675 Commonwealth Ave, Boston, MA 02215 USA.	jimw@bu.edu						59	4	4	0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0883-6353	1520-6548		GEOARCHAEOLOGY	Geoarchaeology	JAN	2007	22	1					85	110		10.1002/gea.20148			26	Archaeology; Geosciences, Multidisciplinary	Archaeology; Geology	121NE	WOS:000243163500005					2020-01-09	
J	Arguello, GL; Dasso, CM; Sanabria, JA				Arguello, Graciela L.; Dasso, Clarita M.; Sanabria, Jorge A.			Effects of intense rainfalls and their recurrence: Case study in Corralito ravine, Cordoba Province, Argentina	QUATERNARY INTERNATIONAL			English	Article							REGION; MIDLATITUDES	This paper deals with the possible occurrence, within the next 100-1000 years, and under the same geomorphological conditions, of meteorological events similar to the precipitation which triggered the hydric erosion that initiated Corralito ravine. The study area is located in the central part of Cordoba Province (32 degrees 05'-31 degrees 45'S; 64 degrees 10'-63 degrees 30'W) in the Plains region. The erosive process was started by the storm of September 1978. Five years later, two extreme rains took place in the same humid period (1983/84), with recurrence intervals of 10 and 25 years, respectively, and in the year 2000 another extreme rainstorm with a 100-year return period occurred. Each event can be correlated with the main reactivation surfaces, visible as successive deepening levels at the gully. Although there is a positive climatic tendency in annual rainfall, due to an increasing number of rainy days, the annual maximum of daily rainfall remained constant. Hence, the dominant factor in the ravine development was the occurrence of convectively generated extreme hydrometeorologic events. Prediction of 24-h maximum rainfall through the DIT Model is applicable to the future, allowing the design of structures required to control overflowing and sediment production. (c) 2006 Elsevier Ltd and INQUA. All rights reserved.	Univ Nacl Cordoba, Fac Ciencias Exactas Fis & Nat, Cordoba, Argentina	Arguello, GL (reprint author), Univ Nacl Cordoba, Fac Ciencias Exactas Fis & Nat, Ciudad Univ,Av Velez Sarsfield 1611, Cordoba, Argentina.	garguell@efn.uncor.edu; cdasso@efn.uncor.edu; jsanabria@efn.uncor.edu						19	4	4	0	3	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	1040-6182	1873-4553		QUATERN INT	Quat. Int.	DEC	2006	158						140	146		10.1016/j.quaint.2006.05.020			7	Geography, Physical; Geosciences, Multidisciplinary	Physical Geography; Geology	111DW	WOS:000242432600014					2020-01-09	
J	Higham, T; Anderson, A; Ramsey, CB; Tompkins, C				Higham, T; Anderson, A; Ramsey, CB; Tompkins, C			Diet-derived variations in radiocarbon and stable isotopes: A case study from Shag River Mouth, New Zealand	RADIOCARBON			English	Article							RATTUS-EXULANS BONE; IRON GATES; RELIABILITY; CALIBRATION; COLONIZATION; CHRONOLOGY; COLLAGEN; GELATIN; ARRIVAL; SAMPLES	Accelerator mass spectrometry (AMS) determinations of rat bones from natural and cultural sites in New Zealand have produced ages at odds with the accepted date for early human settlement by over 1000 yr. Since rats are a human commensal, this implies either an earlier visitation by people or problems with the reliability of the AMS determinations. One explanation for the extreme ages is dietary variation involving movement of depleted radiocarbon through dietary food chains to rats. To investigate this, we C-14 dated fauna from the previously well-dated site of Shag River Mouth. The faunal remains were of species that consumed carbon derived from a variety of environments within the-orbit of the site, including the estuary, river, land, and sea. The C-14 results showed a wide range in age among estuarine and freshwater species. Terrestrial and marine organisms produced ages within expectations. We also found differences between bone dated using the Oxford ultrafiltration method and those treated using the filtered gelatin method. This implies that contamination could also be of greater importance than previously thought.	Univ Oxford, Oxford Radiocarbon Accelerator Unit, Archaeol & Hist Art Res Lab, Oxford OX1 3QJ, England; Australian Natl Univ, Res Sch Pacific & Asian Studies, Dept Archaeol & Nat Hist, Canberra, ACT 0200, Australia	Higham, T (reprint author), Univ Oxford, Oxford Radiocarbon Accelerator Unit, Archaeol & Hist Art Res Lab, Oxford OX1 3QJ, England.		Ramsey, Christopher Bronk/A-3277-2012; Higham, Tom/Y-2707-2019	Ramsey, Christopher Bronk/0000-0002-8641-9309; Higham, Tom/0000-0002-5949-598X				33	4	4	0	4	UNIV ARIZONA DEPT GEOSCIENCES	TUCSON	RADIOCARBON 4717 E FORT LOWELL RD, TUCSON, AZ 85712 USA	0033-8222			RADIOCARBON	Radiocarbon		2005	47	3					367	375		10.1017/S0033822200035141			9	Geochemistry & Geophysics	Geochemistry & Geophysics	993NK	WOS:000233960600003		Bronze			2020-01-09	
J	Huang, JJS; Wei, KY; Lowemark, L; Song, SR; Chuang, CK; Yang, TN; Lee, MY; Chen, YB; Horng, CS; Chen, KH; Lee, TQ				Huang, Jyh-Jaan Steven; Wei, Kuo-Yen; Lowemark, Ludvig; Song, Sheng-Rong; Chuang, Chih-Kai; Yang, Tien-Nan; Lee, Meng-Yang; Chen, Yu-Be; Horng, Chorng-Shern; Chen, Kuo-Hang; Lee, Teh-Quei			What caused the cultural hiatus in the Iron-Age Kiwulan Site, northeastern Taiwan?	QUATERNARY INTERNATIONAL			English	Article; Proceedings Paper	International XRF Core Scanning Conference and Field Excursion	MAR, 2017	Natl Taiwan Univ, Taipei, TAIWAN		Natl Taiwan Univ	Lanyang source-to-sink system; River-aggradation; Organic proxies; XRF-scanning; Kiwulan culture	SOUTHERN OKINAWA TROUGH; ENVIRONMENTAL-CHANGES; SEDIMENT DISCHARGE; HOLOCENE CLIMATE; SEA-LEVEL; RIVER; EARTHQUAKE; RAINFALL; RECORDS; SETTLEMENT	Influenced by rapid tectonic activities and frequent typhoons, Taiwan is unique in having extremely high rates of uplift, precipitation, denudation, and sedimentation. These dynamic surface processes not only influence landscape evolution and river behavior, but severely affect human societies both at present and in the past. Particularly, mass-movement and flooding events caused by earthquakes and/ or typhoons may introduce a huge amount of sediments into river systems, and result in natural hazards due to consequent river-aggradation. The Iron Age Kiwulan Site is a recently discovered archaeological site situated on the margin of the Lanyang Plain in northeastern Taiwan. In its deposits, a cultural hiatus centered on 1150-1350 CE was recognized suggesting that the settlement was abandoned for two hundred years before being recolonized. To find the cause of this cultural break, the river-aggradation history since 800 CE has been reconstructed by a source-to-sink approach using multiple lines of evidence from the Lanyang Source-to-Sink System, northeastern Taiwan. Two particular river-aggradation events that occurred during 875-925 CE and 1400-1500 CE were traced from their source (upland river terrace), through floodplain lakes to their ultimate sink (the Okinawa Trough and Hoping Basin of the Pacific Ocean). However, as these extreme river-aggradation events occurred either significantly earlier or later than the cultural hiatus, dramatic climate and earthquake events are not likely to be the direct causes for the cultural hiatus. Instead, river migration might have been the reason for the abandonment and return of the Kiwulan settlements.	[Huang, Jyh-Jaan Steven; Wei, Kuo-Yen; Lowemark, Ludvig; Song, Sheng-Rong; Chuang, Chih-Kai] Natl Taiwan Univ, Dept Geosci, 1,Sect 4,Roosevelt Rd,POB 13-318, Taipei 106, Taiwan; [Huang, Jyh-Jaan Steven] Univ Innsbruck, Inst Geol, Innrain 52, A-6020 Innsbruck, Austria; [Yang, Tien-Nan] CPC Corp, Explorat & Dev Res Inst, 1 Dayuan,Wenfa Rd, Miaoli, Miaoli, Taiwan; [Lee, Meng-Yang] Univ Taipei, Dept Earth & Life Sci, 1 Aiguo W Rd, Taipei 100, Taiwan; [Chen, Yu-Be] Natl Taiwan Univ, Dept Anthropol, 1,Sect 4,Roosevelt Rd,POB 13-318, Taipei 106, Taiwan; [Horng, Chorng-Shern; Chen, Kuo-Hang; Lee, Teh-Quei] Acad Sinica, Inst Earth Sci, 128,Sect 2,Acad Rd, Taipei 115, Taiwan	Lowemark, L (reprint author), Natl Taiwan Univ, Dept Geosci, 1,Sect 4,Roosevelt Rd,POB 13-318, Taipei 106, Taiwan.	loewemark@gmail.com	Wei, Kuo-Yen/Q-5138-2018	Song, Sheng-Rong/0000-0001-5428-4318; Lowemark, Ludvig/0000-0002-3337-2367	Taiwan Ministry of Science and Technology [99-2627-M-002-003, 104-3113-M-005-001, 104-2116-M-002-005]	We would like to thank Meng-Long Hsieh (National Chung Cheng University), Chih-Chieh Su (National Taiwan University) and Shu-Fen Lin (Academia Sinica) for valuable advice, and Michael Strasser (University of Innsbruck) for comments on an earlier version of the manuscript. Also, we gratefully acknowledge the constructive reviews by Bernd Zolitschka and an anonymous reviewer. This study was supported by the Taiwan Ministry of Science and Technology (99-2627-M-002-003 and 104-3113-M-005-001 to JJH and KYW; 104-2116-M-002-005 to JJH and LL).		70	3	3	0	0	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	1040-6182	1873-4553		QUATERN INT	Quat. Int.	APR 30	2019	514				SI		186	194		10.1016/j.quaint.2018.07.005			9	Geography, Physical; Geosciences, Multidisciplinary	Physical Geography; Geology	ID7ZS	WOS:000471902100018					2020-01-09	
J	Dabkowski, J; Frodlova, J; Hajek, M; Hajkova, P; Petr, L; Fiorillo, D; Dudova, L; Horsak, M				Dabkowski, Julie; Frodlova, Jitka; Hajek, Michal; Hajkova, Petra; Petr, Libor; Fiorillo, Denis; Dudova, Lydie; Horsak, Michal			A complete Holocene climate and environment record for the Western Carpathians (Slovakia) derived from a tufa deposit	HOLOCENE			English	Article						O-18 and C-13; calcareous tufas; Mg; Ca; palaeoclimates; rapid climate changes; Western Carpathians	STABLE-ISOTOPES; CALCAREOUS TUFA; TRACE-ELEMENTS; EUROPE; EVENT; VARIABILITY; CIRCULATION; RESOLUTION; CARBONATES; SIGNALS	Calcareous tufas are great archives of geochemical information for the reconstruction of past climate. Their importance increases in the regions where other proxies are rare, such as Western Carpathians. Here, we present the first whole-Holocene palaeoclimatic reconstruction for this region based on geochemical proxies. We analysed O-18, C-13 and Mg/Ca ratio on tufa calcite of the Mituchovci site (White Carpathian Mountains, W Slovakia) and compared these with pollen, plant macrofossil and mollusc data. According to O-18, two distinct thermal maxima occurred in the region, around 11.4 ka and between 7.3 and 6.9 ka BP. According to C-13 and Mg/Ca ratio, a steep increase in moisture and rainfall took place around 8.5 ka cal. BP, preceded by a cold and dry event. These events are well reflected in the biotic proxies and are suggested also by other palaeoenvironmental studies from the Carpathians. We found some later fluctuations, with dry and warm Bronze Age (ca. 3.6 ka cal. BP), cold and wet Urnfield period (ca. 2.8 ka cal. BP), warm Roman period (ca. 2 ka cal. BP) and cold but humid Migration period (ca. 1.5 ka cal. BP). We observed extreme abruptness and amplitude of the variation in all geochemical proxies in the last 500 years, when biotic proxies imply a very intense human deforestation. Land-use changes may have altered both the temperature regime in the studied fen and the carbon cycle in the recharge area.	[Dabkowski, Julie] CNRS, UMR 8591, Lab Geog Phys Environm Quaternaires & Actuels, 1 Pl Aristide Briand, F-92195 Meudon, France; [Frodlova, Jitka; Hajek, Michal; Hajkova, Petra; Petr, Libor; Dudova, Lydie; Horsak, Michal] Masaryk Univ, Dept Bot & Zool, Fac Sci, Brno, Czech Republic; [Hajkova, Petra; Dudova, Lydie] Czech Acad Sci, Inst Bot, Lab Paleoecol, Prague, Czech Republic; [Fiorillo, Denis] CNRS, UMR 7209, Museum Natl Hist Nat, Paris, France	Dabkowski, J (reprint author), CNRS, UMR 8591, Lab Geog Phys Environm Quaternaires & Actuels, 1 Pl Aristide Briand, F-92195 Meudon, France.	julie.dabkowski@lgp.cnrs.fr	Dudova, Lydie/O-8405-2016; Hajek, Michal/H-1648-2014; Hajkova, Petra/H-1588-2014; Petr, Libor/AAA-9154-2019	Dudova, Lydie/0000-0002-0610-0630; Hajek, Michal/0000-0002-5201-2682; Petr, Libor/0000-0002-8187-3035; Frodlova, Jitka/0000-0002-3113-9641; Dabkowski, Julie/0000-0003-4996-7346; Horsak, Michal/0000-0003-2742-2740	Czech Science FoundationGrant Agency of the Czech Republic [P504/17-05696S]; Masaryk University; long-term developmental project of the Czech Academy of Sciences [RVO 67985939]; Politique Scientifique de l'Universite de Paris 1-Pantheon Sorbonne	This study was funded by the Czech Science Foundation (P504/17-05696S). PH, MHa, MHo and LD were funded by institutional support of Masaryk University; PH and LD were further supported by the long-term developmental project of the Czech Academy of Sciences (RVO 67985939). This work also contributes to the Escar'GO programme supported by the Politique Scientifique de l'Universite de Paris 1-Pantheon Sorbonne.		67	3	3	5	12	SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND	0959-6836	1477-0911		HOLOCENE	Holocene	MAR	2019	29	3					493	504		10.1177/0959683618816443			12	Geography, Physical; Geosciences, Multidisciplinary	Physical Geography; Geology	HP5DR	WOS:000461697500010					2020-01-09	
J	Marks, L; Makos, M; Szymanek, M; Woronko, B; Dzierzek, J; Majecka, A				Marks, Leszek; Makos, Michal; Szymanek, Marcin; Woronko, Barbara; Dzierzek, Jan; Majecka, Aleksandra			Late Pleistocene climate of Poland in the mid-European context	QUATERNARY INTERNATIONAL			English	Article						Climate; Late Pleistocene; Periglacial; Pollen; Molluscs; Glaciers; Central Europe	LAST GLACIAL MAXIMUM; HIGH TATRA MOUNTAINS; WEICHSELIAN WIND REGIME; YOUNGER DRYAS CLIMATE; MULTI-PROXY EVIDENCE; ATMOSPHERIC CIRCULATION; WINDPOLISHED BOULDERS; CARPATHIAN MOUNTAINS; EASTERN-EUROPE; WESTERN	Proxy data from pollen and mollusc indicator species, periglacial phenomena, changes in geometry of mountain palaeoglaciers and based on selected lithological and geomorphological features enabled reconstruction of the Late Pleistocene climate characteristics in Poland and adjacent areas. Climate during the Eemian was generally stable but with a distinct west-east gradient in summer. Strong influence of the Atlantic air masses moving to the east resulted in the annual precipitation over 600 mm. Climate instability in the late Eemian as well as during stadials and interstadials of the Early Weichselian was expressed by progressive cooling and increasing temperature difference between winters and summers, reflecting stronger continentalism towards the west, accompanied by decreased precipitation. Periglacial frost crackings and polygonal patterns indicated occurrence of permafrost in Poland already at about 49 ka BP and its occurrence until the termination of the last glaciation. These periglacial structures have developed at mean annual temperatures from -9 to -4 degrees C, with winter extremes up to about -25 degrees C. Mean summer temperature reached likely around 10 degrees C as suggested by palaeobotanic record. Palaeoglaciological studies of mountain glaciers across Europe allowed inferring their activity and sensitivity to climatic fluctuations during the Late Weichselian. The Weichselian of central Europe was controlled mostly by the southerly and easterly circulation dominated by climate cyclones and anticyclones, respectively. An inflow of air masses from the west was significantly limited and concentrated mainly within the so-called periglacial corridor between the Scandinavian ice sheet and the Alps. Such circulation pattern determined serious reduction of precipitation during the Last Glacial Maximum that reached 60% in relation to modern conditions. The following Late Pleistocene cold phases (Oldest and Younger Dryas) were slightly warmer and wetter with increasing contribution of the westerlies that were strongly dependent on progressing shrinkage of the Northern Hemisphere ice sheets. (C) 2018 Elsevier Ltd and INQUA. All rights reserved.	[Marks, Leszek; Makos, Michal; Szymanek, Marcin; Woronko, Barbara; Dzierzek, Jan; Majecka, Aleksandra] Univ Warsaw, Fac Geol, Warsaw, Poland	Marks, L (reprint author), Univ Warsaw, Fac Geol, Warsaw, Poland.	leszek.marks@uw.edu.pl	; Marks, Leszek/F-2981-2013	Dzierzek, Jan/0000-0002-8821-0090; Marks, Leszek/0000-0002-4507-1828; Szymanek, Marcin/0000-0002-6033-8025	Ministry of Science and Higher EducationMinistry of Science and Higher Education, Poland [N307 020 32/0544, 1349/B/P01/2009/37, 497/N-BIALORUS/2009/0]; National Science Centre [DEC-2011/03/B/ST10/06188, DEC-2013/09/B/ST10/02040, DEC-2013/09/B/ST10/02118, DEC-2014/15/B/ST10/03809]	The research was funded by the Ministry of Science and Higher Education in projects N307 020 32/0544 (MM), 1349/B/P01/2009/37 (LM) and 497/N-BIALORUS/2009/0 (LM) and by the National Science Centre in projects DEC-2011/03/B/ST10/06188 (MM), DEC-2013/09/B/ST10/02040 (LM), DEC-2013/09/B/ST10/02118 (BW) and DEC-2014/15/B/ST10/03809 (LM). We would like to thank the Editor and two anonymous reviewers for their suggestion and constructive comments that helped considerably to improve the original version of the manuscript.		157	3	3	1	2	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	1040-6182	1873-4553		QUATERN INT	Quat. Int.	FEB 10	2019	504						24	39		10.1016/j.quaint.2018.01.024			16	Geography, Physical; Geosciences, Multidisciplinary	Physical Geography; Geology	HQ7KE	WOS:000462598100003					2020-01-09	
